PKLigne;Pk1;LIGNE; TYPE ;Nbre de Voie;PN voisin gare (à indiquer);       TYPE ANI;DE ANP;CDV VPN;ASSAINISSEMENT ZONE ANI;ASSAINISSEMENT ZONE ANP;ASSAINISSEMENT ZONE VPN;CONTACT RAIL ANI;CONTACT RAIL ANP;CONTACT RAIL VPN;DUREE ANNONCE  PAIRE;DUREE ANNONCE IMPAIRE;terre;coupure bipolaire;PN avec clignoteur à mercure;PN dôté d'alim commune;Etat du câblage châssis;Etat de la guérite;PN dôté de minuterie;type Télécontrôle;"ETAT
 BATTERIE";OBSERVATIONS;Observations;Arrondissement;Zone;Latitude;Longitude;Pk Route;Urbain-Rural;Visibilité;Gouvernorat;Institution concernée;Présignalisation
14,750L5;14,75;5;BA;3V;;AF1000;AF1000;2700HZ;BON;BON;MOYEN;BON;BON;BON;27;27;NON;NON;NON;NON;BON;BON;NON;CTC;BON;A assainir zone VPN;A assainir zone VPN;Bir Kassaa;Zone Nord Est;" 36°44'24.36""N";" 10°19'0.12""E";;;;;;
20,240L5;20,24;5;BA;2V;;AF1000;AF1000;12+15KHZ;BON;MOYEN;BON;BON;BON;BON;29;29;NON;NON;NON;NON;BON;BON;NON;CTC;BON;A assainir zone 114;A assainir zone 115;Bir Kassaa;Zone Nord Est;" 36°42'50.35""N";" 10°22'6.89""E";;;;;;
4,600L6;4,6;6;BA;3V;;Ple Electronique;Ple Electronique;8700H+Ple ELEC;NEANT;NEANT;MAUVAIS;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;CTC;BON; ; ;Bir Kassaa;Zone Nord Est;" 36°46'6.76""N";" 10°12'56.22""E";;;;;;
3,973LTA;3,973;TA;BA;2V; ;Courant continu;Courant continu;Courant continu;BON;BON;MOYEN;BON;BON;BON;41;43;OUI;NON;NON;NON;MOYEN;MAUVAIS;NON;  Bab Aléoua;BON;A assainir zone VPN ( du 08 au 12/05/2010); ;Bir Kassaa;Zone Nord Est;" 36°47'52.10""N";" 10° 9'12.19""E";;;;;;
4,360LTA;4,36;TA;BA;2V; ;Courant continu;Courant continu;Courant continu;BON;MOYEN;MOYEN;BON;BON;BON;41;41;OUI;NON;NON;NON;MOYEN;MAUVAIS;NON;  Bab Aléoua;BON;A assainir zone VPN( du 13 au 16/05/2010); ;Bir Kassaa;Zone Nord Est;" 36°48'5.03""N";" 10° 8'53.07""E";;;;;;
5,600LTA;5,6;TA;BA;2V; ;Courant continu;Courant continu;Courant continu;MOYEN;BON;MOYEN;BON;BON;BON;49;41;OUI;NON;NON;NON;MOYEN;BON;NON;  Bab Aléoua;BON;A assainir zone VPN( du 17 au 20/05/2010); ;Bir Kassaa;Zone Nord Est;" 36°48'21.03""N";" 10° 8'24.84""E";;;;;;
5,731LTA;5,731;TA;BA;2V; ;Courant continu;Courant continu;Courant continu;MOYEN;BON;MOYEN;BON;BON;BON;41;49;OUI;NON;NON;NON;MOYEN;BON;NON;  Bab Aléoua;BON;A assainir zone VPN( du 21 au 26/05/2010); ;Bir Kassaa;Zone Nord Est;" 36°48'23.60""N";" 10° 8'17.97""E";;;;;;
5,902LTA;5,902;TA;BA;2V; ;Courant continu;Courant continu;Courant continu;BON;BON;MOYEN;BON;BON;BON;60;40;OUI;NON;NON;NON;MOYEN;BON;NON;  Bab Aléoua;BON;A assainir zone VPN( du 27 au 31/04/2010); ;Bir Kassaa;Zone Nord Est;" 36°48'26.65""N";" 10° 8'5.17""E";;;;;;
5,450L6;5,45;6;BA;2V;;NEANT;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;OUI;NON;BON;MOYEN;NON;OUI;MAUVAIS;A assainir zones( du 13 au 15/4/2010 ) + changement batterie;changement batterie;Bir Kassaa;Zone Nord Est;" 36°45'34.04""N";" 10°12'58.71""E";;;;;;
6,112L6;6,112;6;BA;2V;;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;NON;NON;MOYEN;MOYEN;NON;OUI;MAUVAIS;A assainir zones ( du 16 au 19/4/2010 )+ changement chassis(relais type N1); changement chassis(relais type N1);Bir Kassaa;Zone Nord Est;" 36°45'16.88""N";" 10°13'16.70""E";;;;;;
6,563L6;6,563;6;BA;2V;;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;OUI;NON;MOYEN;MOYEN;NON;OUI;BON;A assainir ( du 20 au 22/4/2010 )zone VPN;;Bir Kassaa;Zone Nord Est;" 36°45'5.14""N";" 10°13'27.50""E";;;;;;
7,407L6;7,407;6;BA;2V;Bir Kassaa;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;NON;NON;MOYEN;MOYEN;NON;OUI;BON;A assainir zone VPN;A assainir zone VPN;Bir Kassaa;Zone Nord Est;" 36°44'39.14""N";" 10°13'38.12""E";;;;;;
8,680L6;8,68;6;BA;V.U;STUMETAL;Coffret gare;Courant continu;Courant continu;BON;BON;BON;BON;BON;BON;40;Néant;NON;NON;NON;NON;BON;BON;NON;NON;BON;MIS EN SERVICE LE 06/01/2012;MIS EN SERVICE LE 06/01/2013;Bir Kassaa;Zone Nord Est;" 36°44'0.64""N";" 10°13'53.81""E";;;;;;
10,050L6;10,05;6;BA;V.U;B.K (Marché );Ple Electronique;Ple Electronique;Ple Electronique;NEANT;NEANT;NEANT;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NON;BON;Mis en service 06/2010;Mis en service 06/2011;Bir Kassaa;Zone Nord Est;" 36°43'15.90""N";" 10°14'1.95""E";;;;;;
11,803L6;11,803;6;BA;V.U;Naassen;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;MAUVAIS;BON;BON;BON;25;25;OUI;NON;NON;OUI;BON;BON;NON;OUI;BON;A assainir zone VPN;A assainir zone VPN;Bir Kassaa;Zone Nord Est;" 36°42'17.59""N";" 10°14'0.86""E";;;;;;
11,998L6;11,998;6;BA;V.U;Naassen;Ple Electronique;Ple Electronique;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;NON;OUI;NON;NON;BON;BON;NON;OUI;MAUVAIS;Assainissement zones + changement chassis(relais type N1);Assainissement zones + changement chassis(relais type N1);Bir Kassaa;Zone Nord Est;" 36°42'14.70""N";" 10°13'59.60""E";;;;;;
14,413L6;14,413;6;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;BON;BON;BON;30;30;NON;NON;NON;NON;BON;BON;NON;NON;BON;;;Bir Kassaa;Zone Nord Est;#N/A;#N/A;;;;;;
18,385L6;18,385;6;BA;V.U;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;EQUIPEMENT COMPLET (MARCHE DE 40 PN EN BA);EQUIPEMENT COMPLET (MARCHE DE 40 PN EN BA);Bir Kassaa;Zone Nord Est;" 36°39'10.89""N";" 10°11'57.79""E";;;;;;
19,500L6;19,5;6;BA;V.U;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;GSM;BON;1ere RP 04/09/2015 2eme RP 08/09/2015;2ème RP 04/09/2015 2eme RP 08/09/2015;Bir Kassaa;Zone Nord Est;" 36°38'44.10""N";" 10°11'35.98""E";;;;;;
35,150L6;35,15;6;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NON;BON; ; ;Bir Kassaa;Zone Nord Est;" 36°33'28.24""N";" 10° 3'54.03""E";;;;;;
42,413L6;42,413;6;BA;V.U;Bir Mcherga;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;25;25;OUI;OUI;NON;NON;MOYEN;MOYEN;NON;NON;BON;A assainir zones ;A assainir zones ;Bir Kassaa;Zone Nord Est;" 36°30'41.02""N";" 10° 1'8.40""E";;;;;;
8,813L7;8,813;7;BA;V.U;;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;OUI;NON;MOYEN;MAUVAIS;NON;NON;MAUVAIS;A assainir zones ( du 23 au 26/4/2010 )+ changement chassis(relais type N1); changement chassis(relais type N1);Bir Kassaa;Zone Nord Est;" 36°44'54.38""N";" 10°13'44.70""E";;;;;;
9,183L7;9,183;7;SL;V.U;AFI;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;40;40;OUI;OUI;OUI;OUI;MOYEN;MAUVAIS;OUI;NON;MOYEN;A assainir zones ( du 27 au 29/4/2010 )+ changement chassis(relais type N1 EP/ANP); changement chassis(relais type N1 EP/ANP);Bir Kassaa;Zone Nord Est;" 36°45'9.71""N";" 10°14'6.83""E";;;;;;
10,343L7;10,343;7;BA;V.U;;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;NON;NON;MOYEN;MAUVAIS;NON;NON;MOYEN;A assainir zones ( du 30/4 au 04/5/2010 );;Bir Kassaa;Zone Nord Est;" 36°45'26.78""N";" 10°14'32.46""E";;;;;;
11,050L7;11,05;7;BA;V.U;;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;BON;BON;BON;40;40;OUI;OUI;NON;NON;MOYEN;MAUVAIS;NON;NON;MAUVAIS;A assainir zones( du 05 au 07/5/2010 ) + changement chassis(relais type N1);Changement chassis(relais type N1);Bir Kassaa;Zone Nord Est;" 36°45'40.21""N";" 10°14'52.05""E";;;;;;
14,432L7;14,432;7;BA;V.U;;Ple Electronique;Ple Electronique;C.E;NEANT;NEANT;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NON;BON; ; ;Bir Kassaa;Zone Nord Est;#N/A;#N/A;;;;;;
15,789L7;15,789;7;BA;V.U;;Courant continu;Courant continu;Courant continu;NEANT;NEANT;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NON;BON; A assainir zones du 08 au 11/04/2010;;Bir Kassaa;Zone Nord Est;" 36°47'37.53""N";" 10°16'40.38""E";;;;;;
16,353L7;16,353;7;BA;2V;;Courant continu;NEANT;ITE;NEANT;NEANT;MAUVAIS;BON;BON;BON;30;30;OUI;OUI;OUI;OUI;MOYEN;MAUVAIS;NON;NON;BON;A assainir zones du 12 au 14/04/2010;;Bir Kassaa;Zone Nord Est;" 36°47'49.52""N";" 10°16'48.11""E";;;;;;
16,685L7;16,685;7;SL;2V;Goulette;Courant continu;Courant continu;Courant continu;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;MAUVAIS;30;30;OUI;OUI;OUI;OUI;MOYEN;MAUVAIS;NON;OUI;MOYEN;A assainir zones + changement chassis(relais type N1);A assainir zones + changement chassis(relais type N1);Bir Kassaa;Zone Nord Est;" 36°48'3.33""N";" 10°17'2.83""E";;;;;;
27,430L5;27,43;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;1ere RP 09/09/2015 , 2eme RP 12/10/2015;2ème RP 09/09/2015 , 2eme RP 12/10/2015;Bir Bouregba;Zone Nord Est;" 36°40'47.45""N";" 10°26'10.14""E";;;;;;
29,100L5;29,1;5;BA;2V; ;Courant continu;Courant continu;Courant continu;BON;BON;MAUVAIS;BON;BON;BON;40;40;OUI;NON;OUI;OUI;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;"Annonces et vpn (c.c +pd. EM )à renouveler + cablage chassis mauvais (en régie)
Equipement Complet (Projet de 40PN en BA)";;Bir Bouregba;Zone Nord Est;" 36°40'5.16""N";" 10°26'51.38""E";;;;;;
30,474L5;30,474;5;BA;2V; ;Ple Electronique;Ple Electronique;Courant continu;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS; Pn fait avec matériel de récupération à réhabiliter(suppression cdv c.c et pd EM);;Bir Bouregba;Zone Nord Est;" 36°39'28.06""N";" 10°27'23.08""E";;;;;;
34,036L5;34,036;5;BA;2V; ;Ple Electronique;Ple Electronique;Courant continu;NEANT;NEANT;NEANT;NEANT;BON;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;" Pn fait avec matériel de récupération à réhabiliter(suppression cdv c.c et pd EM)
Equipement Complet (Projet de 40PN en BA)";;Bir Bouregba;Zone Nord Est;" 36°37'33.30""N";" 10°27'38.13""E";;;;;;
37,411L5;37,411;5;BA;2V; ;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;MAUVAIS;NEANT;BON;BON;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;;;Bir Bouregba;Zone Nord Est;" 36°36'17.36""N";" 10°29'16.63""E";;;;;;
38,297L5;38,297;5;BA;2V;GROMBALIA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;BON;NEANT;BON;BON;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS;;;Bir Bouregba;Zone Nord Est;" 36°35'58.35""N";" 10°29'42.49""E";;;;;;
38,596L5;38,596;5;BA;2V;GROMBALIA;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;BON;NEANT;BON;BON;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;BON;;;Bir Bouregba;Zone Nord Est;" 36°35'50.55""N";" 10°29'49.42""E";;;;;;
40,392L5;40,392;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;;;Bir Bouregba;Zone Nord Est;" 36°35'0.72""N";" 10°30'26.93""E";;;;;;
46,143L5;46,143;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;;;Bir Bouregba;Zone Nord Est;" 36°32'25.01""N";" 10°32'33.08""E";;;;;;
46,879L5;46,879;5;BA;2V;B.ARGOUB;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;OUI;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;BON;;;Bir Bouregba;Zone Nord Est;" 36°32'8.24""N";" 10°32'54.20""E";;;;;;
47,298L5;47,298;5;BA;2V;B.ARGOUB;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°31'56.39""N";" 10°33'2.53""E";;;;;;
48,218L5;48,218;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;NEANT;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Bir Bouregba;Zone Nord Est;" 36°31'30.24""N";" 10°33'20.48""E";;;;;;
49,463L5;49,463;5;BA;2V; ;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;MAUVAIS; ;;Bir Bouregba;Zone Nord Est;" 36°30'55.13""N";" 10°33'45.03""E";;;;;;
50,484L5;50,484;5;BA;2V; ;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;NEANT;NEANT;NEANT;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°30'26.76""N";" 10°34'6.21""E";;;;;;
59,328L5;59,328;5;BA;4V;B.B.REGBA; P.EM+PRS;ISOLA+P.EM;ISOLA+P.EM;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°25'45.64""N";" 10°34'28.77""E";;;;;;
62,102L5;62,102;5;BA;2V;B.SAHEL;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;Equipement EFACEC ( MIS EN SERVICE LE 06/02/2015 par Bemai );;Bir Bouregba;Zone Nord Est;" 36°24'46.93""N";" 10°33'22.04""E";;;;;;
62,450L5;62,45;5;BA;2V;B.SAHEL;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;Equipement EFACEC ( MIS EN SERVICE LE 30/03/2015 par Bemai );;Bir Bouregba;Zone Nord Est;" 36°24'42.25""N";" 10°33'9.26""E";;;;;;
63,499L5;63,499;5;BA;2V; ;Ple Electronique;Ple Electronique;SJC;NEANT;NEANT;BON;NEANT;NEANT;BON;39;39;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;"Prévoir une zone pour l'ANI( annonce avec pédale électronique dans une zone urbaine)
Equipement Complet (projet de 40PN en BA)";;Bir Bouregba;Zone Nord Est;" 36°24'26.62""N";" 10°32'33.36""E";;;;;;
65,176L5;65,176;5;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°24'1.43""N";" 10°31'32.08""E";;;;;;
67,190L5;67,19;5;BA;2V; ;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;Equipement EFACEC ( MIS EN SERVICE LE 30/03/2015 par Bemai );;Bir Bouregba;Zone Nord Est;" 36°23'30.59""N";" 10°30'22.99""E";;;;;;
71,946L5;71,946;5;BA;2V;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Mis en service le 17/4/2015 dans le cadre du marché EFACEC 30 PN ;;Bir Bouregba;Zone Nord Est;" 36°21'28.36""N";" 10°28'42.81""E";;;;;;
61,260L10;61,26;10;BA;V.U;;Ple Electronique;Ple Electronique;ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;MAUVAIS;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°25'9.54""N";" 10°35'22.57""E";;;;;;
63,403L10;63,403;10;BA;V.U;Craxi;C.E;C.E;C.E;NEANT;NEANT;BON;NEANT;NEANT;BON;30;30;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;MES le 20/5/2015 ( MARCHE 30 PN EFACEC );;Bir Bouregba;Zone Nord Est;" 36°24'34.32""N";" 10°36'33.37""E";;;;;;
64,332L10;64,332;10;BA;V.U; ;Ple Electronique;Ple Electronique;Courant continu;NEANT;NEANT;BON;NEANT;NEANT;BON;40;39;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Changement des sys d'annonces et de réarmement (Projet de 40PN en BA ) ;;Bir Bouregba;Zone Nord Est;" 36°24'23.13""N";" 10°37'5.01""E";;;;;;
64,949L10;64,949;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Changement des sys d'annonces et de réarmement (Projet de 40PN en BA ) ;;Bir Bouregba;Zone Nord Est;" 36°24'26.86""N";" 10°37'28.92""E";;;;;;
65,264L10;65,264;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;44;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Changement des sys d'annonces et de réarmement (Projet de 40PN en BA ) ;;Bir Bouregba;Zone Nord Est;" 36°24'24.34""N";" 10°37'41.57""E";;;;;;
65,868L10;65,868;10;BA;V.U;4 1/2 BA;Ple Elec+ITE;Ple Electronique;Courant continu;BON;NEANT;BON;BON;NEANT;BON;30;30;OUI;NON;NON;NON;MAUVAIS;BON;NON;NEANT;BON;Equipement Complet (projet de 40PN en BA);;Bir Bouregba;Zone Nord Est;" 36°24'24.33""N";" 10°38'5.67""E";;;;;;
66,786L10;66,786;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Bir Bouregba;Zone Nord Est;" 36°24'34.70""N";" 10°38'38.11""E";;;;;;
68,182L10;68,182;10;BA;V.U;Président;C.E;C.E;C.E;NEANT;NEANT;BON;NEANT;NEANT;BON;30;30;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;MES le 20/5/2015 ( MARCH2 30 PN EFACEC );;Bir Bouregba;Zone Nord Est;" 36°24'56.94""N";" 10°39'26.33""E";;;;;;
69,392L10;69,392;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°25'22.70""N";" 10°40'0.85""E";;;;;;
70,122L10;70,122;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°25'33.76""N";" 10°40'27.92""E";;;;;;
70,706L10;70,706;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°25'40.61""N";" 10°40'49.88""E";;;;;;
72,033L10;72,033;10;BA;V.U;;Compteur d'essieux;Compteur d'essieux;Compteur d'essieux;BON;BON;BON;BON;BON;BON;36;36;NON;NON;NON;OUI;BON;BON;NON;NEANT;BON;Equipement EFACEC ( MIS EN SERVICE LE 06/02/2014 par Bemai );;Bir Bouregba;Zone Nord Est;" 36°25'55.97""N";" 10°41'39.66""E";;;;;;
72,720L10;72,72;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;39;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°26'4.26""N";" 10°42'6.23""E";;;;;;
73,850L10;73,85;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°26'19.05""N";" 10°42'41.88""E";;;;;;
74,215L10;74,215;10;BA;V.U;;Ple Electronique;Ple Electronique;Ple Elec+ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON; ;;Bir Bouregba;Zone Nord Est;" 36°26'28.74""N";" 10°42'56.61""E";;;;;;
75,150L10;75,15;10;BA;V.U;;Ple Electronique;Ple Electronique;SJC+Ple elec.;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Changement des sys d'annonces et de réarmement (Projet de 40PN en BA ) ;;Bir Bouregba;Zone Nord Est;" 36°26'48.76""N";" 10°43'26.12""E";;;;;;
75,400L10;75,4;10;BA;V.U;;Ple Electronique;Ple Electronique;SJC+Ple elec.;NEANT;NEANT;BON;NEANT;NEANT;BON;42;42;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;Changement des sys d'annonces et de réarmement (Projet de 40PN en BA ) ;;Bir Bouregba;Zone Nord Est;" 36°26'53.86""N";" 10°43'33.50""E";;;;;;
150,248L12;150,248;12;SL;2V;BEB DJEDID;ITE;ITE;Compteur d'essieux;MAUVAIS;MAUVAIS;MOYEN;BON;BON;BON;43;24;NON;NON;OUI;OUI;BON;MOYEN;NON;NEANT;BON;;;Monastir;Zone Est;" 35°49'4.54""N";" 10°38'37.62""E";;;;;;
151,114L12;151,114;12;BA;3V;SOUSSE SUD;ITE;ITE;8700HZ;MOYEN;MOYEN;MAUVAIS;BON;BON;BON;81;39;NON;NON;NON;OUI;BON;BON;NON;PIPC;BON;;;Monastir;Zone Est;" 35°48'37.91""N";" 10°38'41.79""E";;;;;;
157,056L12;157,056;12;BA;VU;;Ple Electronique;Ple Electronique;8700HZ;NEANT;NEANT;BON;NEANT;NEANT;MOYEN;34;34;OUI;NON;NON;OUI;BON;MOYEN;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'46.60""N";" 10°38'2.16""E";;;;;;
7,180L22;7,18;22;BA;2V;;Ple Electronique;Ple EM;ITE;NEANT;NEANT;MAUVAIS;NEANT;NEANT;BON;31;44;NON;NON;OUI;NON;MAUVAIS;MOYEN;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'33.97""N";" 10°42'7.59""E";;;;;;
7,690L22;7,69;22;BA;2V;;Ple Electronique;Ple EM;ITE;NEANT;NEANT;MAUVAIS;NEANT;NEANT;BON;38;23;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'31.04""N";" 10°42'27.63""E";;;;;;
8,805L22;8,805;22;BA;2V;;UM71;UM71;ITE;BON;BON;BON;BON;BON;BON;44;41;NON;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'24.37""N";" 10°43'10.02""E";;;;;;
9,825L22;9,825;22;BA;2V;;UM71;UM71;ITE;BON;BON;BON;BON;BON;BON;41;36;NON;NON;NON;NON;MAUVAIS;MAUVAIS;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'18.12""N";" 10°43'50.42""E";;;;;;
11,920L22;11,92;22;BA;2V;;Ple EM;Ple EM;ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;24;24;NON;NON;NON;OUI;MAUVAIS;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'42.81""N";" 10°45'6.35""E";;;;;;
17,015L22;17,015;22;BA;2V;;Ple Electronique;Ple Electronique;ITE;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'22.55""N";" 10°47'19.35""E";;;;;;
19,688L22;19,688;22;BA;2V;;Ple Electronique;Ple Electronique;Ple Elec+8700HZ;NEANT;NEANT;BON;NEANT;NEANT;BON;40;40;NON;NON;NON;NON;BON;BON;NON;NEANT;BON;;;Monastir;Zone Est;" 35°45'21.47""N";" 10°48'44.36""E";;;;;;
